station_name,date,count
RI TRAMWAY (MANHATTAN),2012-06-29,22781
RI TRAMWAY (ROOSEVELT),2012-06-29,22717
AIRTRAIN @ HOWARD BEACH,2012-06-29,39509
AIRTRAIN JAMAICA CENTER 1,2012-06-29,88903
PA-PATH WORLD TRADE CNTR,2012-06-29,114461
PA-PATH THIRTY THIRD ST,2012-06-29,102738
PA-PATH TWENTY THIRD ST,2012-06-29,19565
PA-PATH EXCHANGE PLACE,2012-06-29,34991
PA-PATH HARRISON,2012-06-29,21098
PA-PATH 14TH STREET,2012-06-29,29375
PA-PATH PAVONIA/NEWPORT,2012-06-29,41347
PA-PATH 9TH STREET,2012-06-29,15780
PA-PATH CHRISTOPHER ST,2012-06-29,17219
PA-PATH NEWARK,2012-06-29,84565
PA-PATH HOBOKEN,2012-06-29,77626
PA-PATH GROVE ST,2012-06-29,39822
PA-PATH JOURNAL SQUARE,2012-06-29,60720
WHITEHALL STREET,2012-07-06,145557
FULTON ST & BROADWAY NASSAU,2012-07-06,26681
CYPRESS HILLS,2012-07-06,6239
75TH STREET & ELDERTS LANE,2012-07-06,17134
85TH STREET & FOREST PKWAY,2012-07-06,19432
WOODHAVEN BOULEVARD,2012-07-06,21069
104TH STREET,2012-07-06,12703
111TH STREET,2012-07-06,11354
121ST STREET,2012-07-06,10700
42ND STREET & 8TH AVENUE,2012-07-06,211406
42ND STREET & 8TH AVENUE,2012-07-06,324649
34TH STREET & 8TH AVENUE,2012-07-06,323319
34TH STREET & 8TH AVENUE,2012-07-06,101564
FULTON STREET,2012-07-06,169253
FIFTH AVENUE,2012-07-06,100238
LEXINGTON AVENUE,2012-07-06,34654
LEXINGTON AVENUE,2012-07-06,155431
ROOSEVELT AVE/JACKSON HTS,2012-07-06,267413
179TH STREET & HILLSIDE AVE,2012-07-06,79173
47-50 STREETS/ROCKEFELLER,2012-07-06,246382
42ND STREET & 6TH AVENUE,2012-07-06,187538
34TH STREET & 6TH AVENUE,2012-07-06,373534
34TH STREET & 6TH AVENUE,2012-07-06,262057
SUTPHIN BOULEVARD,2012-07-06,109931
JAMAICA CENTER-PARSONS BLVD,2012-07-06,152394
WALL STREET,2012-07-06,110834
FULTON & WILLIAM STREETS,2012-07-06,123924
PARK PLACE,2012-07-06,247928
CHAMBERS STREET,2012-07-06,91828
34TH STREET & 7TH AVENUE,2012-07-06,168387
42ND STREET/TIMES SQUARE,2012-07-06,158202
42ND STREET/TIMES SQUARE,2012-07-06,406156
125TH STREET & BROADWAY,2012-07-06,44099
168TH STREET & BROADWAY,2012-07-06,122047
DYCKMAN STREET,2012-07-06,29321
207TH STREET,2012-07-06,30043
215TH STREET,2012-07-06,9283
225TH STREET,2012-07-06,28471
231ST STREET,2012-07-06,42626
BOWLING GREEN & BATTERY PL,2012-07-06,95025
BOWLING GREEN & BROADWAY,2012-07-06,28284
WALL STREET,2012-07-06,105052
BROOKLYN BRIDGE,2012-07-06,159809
42ND STREET & GRAND CENTRAL,2012-07-06,99167
42ND STREET & GRAND CENTRAL,2012-07-06,352743
42ND STREET & GRAND CENTRAL,2012-07-06,175564
42ND STREET & 3RD AVENUE,2012-07-06,47840
51ST STREET & LEXINGTON AVE,2012-07-06,111014
59TH STREET & LEXINGTON AVE,2012-07-06,125275
59TH STREET & LEXINGTON AVE,2012-07-06,181884
WOODLAWN ROAD,2012-07-06,30950
149TH STREET & 3RD AVENUE,2012-07-06,107705
FIFTH AVENUE & 42ND STREET,2012-07-06,52856
MAIN STREET,2012-07-06,258754
NEVINS STREET,2012-07-06,50596
BARCLAYS CENTER,2012-07-06,180130
BERGEN STREET,2012-07-06,22198
GRAND ARMY PLAZA,2012-07-06,38930
EASTERN PARKWAY,2012-07-06,25618
NOSTRAND AVENUE,2012-07-06,20705
UTICA AVENUE,2012-07-06,121528
SUTTER AVENUE,2012-07-06,37372
SARATOGA AVENUE,2012-07-06,28747
ROCKAWAY AVENUE,2012-07-06,27509
JUNIUS STREET,2012-07-06,11223
PENNSYLVANIA AVENUE,2012-07-06,25490
VAN SICLEN AVENUE,2012-07-06,16740
NEW LOTS AVENUE,2012-07-06,28838
ST GEORGE TERMINAL,2012-07-06,44952
FIFTH AVENUE & 60TH STREET,2012-07-06,102644
57TH STREET & 7TH AVENUE,2012-07-06,140942
49TH STREET & 7TH AVENUE,2012-07-06,142080
28TH STREET & BROADWAY,2012-07-06,58845
23RD STREET & 5TH AVENUE,2012-07-06,109747
59TH STREET/COLUMBUS CIRCLE,2012-07-06,340798
8TH STREET & BROADWAY,2012-07-06,93596
PRINCE STREET & BROADWAY,2012-07-06,101515
CITY HALL,2012-07-06,38526
CORTLANDT STREET,2012-07-06,45028
JAY ST-METROTECH,2012-07-06,15056
39TH AVENUE & 31ST STREET,2012-07-06,16083
36TH AVENUE & 31ST STREET,2012-07-06,41839
BROADWAY & 31ST STREET,2012-07-06,71443
30TH AVENUE & 31ST STREET,2012-07-06,78326
ASTORIA BLVD & 31ST STREET,2012-07-06,67704
DITMARS BLVD & 31ST STREET,2012-07-06,85835
82ND STREET-JACKSON HEIGHTS,2012-07-06,86199
JUNCTION BLVD-ROOSEVELT AVE,2012-07-06,116858
CHURCH AVENUE,2012-07-06,85633
DEKALB AVENUE,2012-07-06,74037
METROPOLITAN AVENUE,2012-07-06,13233
145TH STREET,2012-07-06,117368
125TH STREET,2012-07-06,138820
BROADWAY-EAST NEW YORK,2012-07-06,42550
167TH ST-GRAND CONCOURSE,2012-07-06,50163
14TH STREET & 7TH AVENUE,2012-07-06,127436
CASTLE HILL AVENUE,2012-07-06,35688
WESTCHESTER SQUARE,2012-07-06,24207
BOROUGH HALL - COURT STREET,2012-07-06,160882
CHURCH AVENUE & NOSTRAND AV,2012-07-06,44988
FLATBUSH AVE & NOSTRAND AV,2012-07-06,81438
23RD STREET & 8TH AVENUE,2012-07-06,123141
FORDHAM RD/GRAND CONCOURSE,2012-07-06,59273
SEVENTH AVENUE & WEST 53RD,2012-07-06,72563
PARSONS BLVD & HILLSIDE AV,2012-07-06,27917
169TH STREET & HILLSIDE AVE,2012-07-06,40999
50TH STREET & 7TH AVENUE,2012-07-06,125998
242ND STREET & BROADWAY,2012-07-06,29004
CANAL STREET,2012-07-06,65548
FORDHAM ROAD & JEROME AVE,2012-07-06,61605
MORRISON AVE & WESTCHESTER,2012-07-06,33517
QUEENSBORO PLAZA,2012-07-06,44556
90TH STREET/ELMHURST AVENUE,2012-07-06,93608
FRANKLIN AVE/EASTERN PKWY,2012-07-06,66079
KINGSTON AVE/EASTERN PKWY,2012-07-06,24722
BROAD STREET & WALL STREET,2012-07-06,20985
175TH STREET/FT WASHINGTON,2012-07-06,69489
JAY ST-METROTECH,2012-07-06,146049
SUTPHIN BLVD-HILLSIDE AVE,2012-07-06,23382
BERGEN STREET-SMITH STREET,2012-07-06,58577
KINGS HIGHWAY-MCDONALD AVE,2012-07-06,16152
23RD STREET-PARK AVE SOUTH,2012-07-06,124095
125TH STREET-LEXINGTON AVE,2012-07-06,136615
MOSHOLU PARKWAY-JEROME AVE,2012-07-06,44628
HUNTERS PT AVE-49TH AVE,2012-07-06,23756
NEWKIRK AVE-NOSTRAND AVE,2012-07-06,35619
SHEEPSHEAD BAY ROAD,2012-07-06,63938
MYRTLE AVE-GATES AVENUE,2012-07-06,95956
WEST 4TH ST-WASHINGTON SQ,2012-07-06,216779
CANAL STREET-LISPENARD ST,2012-07-06,88786
QUEENS PLAZA-JACKSON AVE,2012-07-06,35120
71ST AVE-CONTINENTAL AVE,2012-07-06,121398
ESSEX ST-DELANCEY ST,2012-07-06,116735
28TH STREET-PARK AVE SOUTH,2012-07-06,106888
96TH STREET-LEXINGTON AVE,2012-07-06,116089
241ST ST-WHITE PLAINS RD,2012-07-06,25502
HUNTS PT AVE-SOUTHERN BLVD,2012-07-06,43386
61ST STREET-ROOSEVELT AVE,2012-07-06,92419
PARKSIDE AVE-OCEAN AVE,2012-07-06,32384
NEWKIRK PLAZA,2012-07-06,52237
AVENUE U-EAST 16TH STREET,2012-07-06,33060
STILLWELL AVE-CONEY ISLAND,2012-07-06,174173
ROCKAWAY PKWY-GLENWOOD RD,2012-07-06,55220
UTICA AVE-STUYVESANT AVE,2012-07-06,70952
TREMONT AVE-179TH ST,2012-07-06,44224
KINGSBRIDGE RD-196TH ST,2012-07-06,36814
BEDFORD PARK BLVD-203RD ST,2012-07-06,29423
205TH ST-BAINBRIDGE AVE,2012-07-06,38969
UNION TURNPIKE-KEW GARDENS,2012-07-06,99553
116TH STREET-COLUMBIA,2012-07-06,74974
ASTOR PLACE-4 AVENUE,2012-07-06,89659
KINGSBRIDGE RD-JEROME AVE,2012-07-06,45629
ELDER AVE-WESTCHESTER AVE,2012-07-06,32477
14TH STREET-6TH AVENUE,2012-07-06,118331
66TH STREET-BROADWAY,2012-07-06,111962
TOMPKINSVILLE,2012-07-06,3453
79TH STREET-BROADWAY,2012-07-06,84757
86TH STREET-BROADWAY,2012-07-06,94770
96TH STREET-BROADWAY,2012-07-06,194853
137TH STREET-BROADWAY,2012-07-06,72332
14TH STREET-UNION SQUARE,2012-07-06,575468
7TH AVENUE-PARK PLACE,2012-07-06,47089
BRIGHTON BEACH-CONEY ISLAND,2012-07-06,79607
207TH STREET-BROADWAY,2012-07-06,43575
181ST STREET-FT WASH AVE,2012-07-06,55885
8TH AVENUE-14TH STREET,2012-07-06,221627
33RD STREET-PARK AVENUE,2012-07-06,144986
68TH STREET-HUNTER COLLEGE,2012-07-06,141264
77TH STREET-LEXINGTON AVE,2012-07-06,169432
86TH STREET-LEXINGTON AVE,2012-07-06,303937
103RD STREET-LEXINGTON AVE,2012-07-06,78977
110TH STREET-LEXINGTON AVE,2012-07-06,61763
116TH STREET-LEXINGTON AVE,2012-07-06,84870
BEDFORD PARK BLVD-JEROME AV,2012-07-06,22248
CORTELYOU RD-EAST 16TH ST,2012-07-06,33948
DYCKMAN STREET-BROADWAY,2012-07-06,37765
86TH ST-CENTRAL PARK WEST,2012-07-06,46761
81ST STREET-MUSEUM,2012-07-06,75357
50TH STREET-8TH AVENUE,2012-07-06,102041
CHRISTOPHER ST-SHERIDAN SQ,2012-07-06,58177
23RD STREET-7TH AVENUE,2012-07-06,71918
103RD STREET-BROADWAY,2012-07-06,74228
110TH STREET-BROADWAY,2012-07-06,75602
157TH STREET-BROADWAY,2012-07-06,56484
BLEECKER ST-LAFAYETTE ST,2012-07-06,62355
161ST STREET-YANKEE STADIUM,2012-07-06,159372
PROSPECT PARK-EMPIRE BLVD,2012-07-06,51496
36TH STREET-4TH AVENUE,2012-07-06,60913
NOSTRAND AVE-FULTON ST,2012-07-06,86758
KINGSTON AVE-THROOP AVE,2012-07-06,28774
EUCLID AVE-PITKIN AVE,2012-07-06,48732
WOODHAVEN BLVD-QUEENS BLVD,2012-07-06,113582
63RD DRIVE-REGO PARK,2012-07-06,83759
23RD STREET-6TH AVENUE,2012-07-06,69938
CHURCH AVE-MCDONALD AVE,2012-07-06,50494
149TH ST-GRAND CONCOURSE,2012-07-06,55246
125TH STREET-LENOX AVENUE,2012-07-06,74474
135TH STREET-LENOX AVENUE,2012-07-06,73029
103RD ST-ROOSEVELT AVE,2012-07-06,102478
STERLING ST-NOSTRAND AVE,2012-07-06,29529
BEVERLY RD-NOSTRAND AVE,2012-07-06,20615
KINGS HIGHWAY-EAST 16TH ST,2012-07-06,80290
59TH STREET-4TH AVENUE,2012-07-06,63343
BAY RIDGE AVE-4TH AVENUE,2012-07-06,40042
77TH STREET-4TH AVENUE,2012-07-06,25673
86TH STREET-4TH AVENUE,2012-07-06,47032
BAY RIDGE - 95TH STREET,2012-07-06,29048
HOYT ST-SCHERMERHORN ST,2012-07-06,48347
ELMHURST AVE-BROADWAY,2012-07-06,76003
67TH AVENUE-QUEENS BLVD,2012-07-06,43020
CARROLL ST-PRESIDENT ST,2012-07-06,63635
167TH STREET-RIVER AVENUE,2012-07-06,47879
177TH STREET-PARKCHESTER,2012-07-06,74361
46TH ST-BLISS ST,2012-07-06,80064
CLARK STREET-HENRY STREET,2012-07-06,32781
HOYT STREET-HOYT STREET,2012-07-06,20202
GUN HILL ROAD-SEYMOUR,2012-07-06,27063
RECTOR STREET-CHURCH STREET,2012-07-06,42945
AVENUE J-EAST 16TH STREET,2012-07-06,26744
AVENUE M-EAST 16TH STREET,2012-07-06,21126
NECK ROAD-EAST 16TH STREET,2012-07-06,18793
UNION STREET-4TH AVENUE,2012-07-06,36040
45TH STREET-4TH AVENUE,2012-07-06,38159
53RD STREET-4TH AVENUE,2012-07-06,39928
50TH STREET-NEW UTRECHT AVE,2012-07-06,14559
BEDFORD AVE-NORTH 7TH ST,2012-07-06,154772
DEKALB AVE-WYCKOFF AVE,2012-07-06,62777
182ND STREET-183RD STREET,2012-07-06,25404
STEINWAY ST-BROADWAY,2012-07-06,81826
GREENPOINT AVE,2012-07-06,44080
GRAND ST-CHRISTIE ST,2012-07-06,134756
15TH ST-PROSPECT PARK WEST,2012-07-06,33019
18TH AVE-MCDONALD AVE,2012-07-06,20224
170TH STREET-JEROME AVENUE,2012-07-06,47512
BURNSIDE AVE-JEROME AVE,2012-07-06,52676
ST LAWRENCE AVE-WEST AVE,2012-07-06,21206
PROSPECT AVENUE-4TH AVENUE,2012-07-06,25074
55TH ST-NEW UTRECHT AVE,2012-07-06,8435
1ST AVENUE-14TH STREET,2012-07-06,128103
GRAHAM AVE-METROPOLITAN AVE,2012-07-06,54078
GRAND ST-BUSHWICK AVE,2012-07-06,30155
96TH ST-CENTRAL PARK WEST,2012-07-06,41459
HIGH ST-CADMAN PLAZA WEST,2012-07-06,42107
174TH-175TH ST-GRAND CONCOU,2012-07-06,26198
GRAND AVE-QUEENS BOULEVARD,2012-07-06,88545
VAN WYCK BLVD-MAIN STREET,2012-07-06,25694
NASSAU AVE-MANHATTAN AVE,2012-07-06,42917
EAST BROADWAY-MADISON ST,2012-07-06,67191
4TH AVENUE-9TH STREET,2012-07-06,70191
ROOSEVELT ISLAND,2012-07-06,36635
181ST STREET-ST NICHOLAS AV,2012-07-06,52855
40TH STREET-LOWERY STREET,2012-07-06,56983
BEVERLEY ROAD -EAST 15TH ST,2012-07-06,15945
AVENUE H-EAST 16TH STREET,2012-07-06,13581
OCEAN PKWAY-BRIGHTON BCH AV,2012-07-06,18608
MONTROSE AVENUE,2012-07-06,35465
HALSEY STREET-WYCKOFF AVE,2012-07-06,37806
46TH STREET-BROADWAY,2012-07-06,48061
METROPOLITAN AVE-LORIMER ST,2012-07-06,84231
BEDFORD AVENUE-NOSTRAND AVE,2012-07-06,37148
AVENUE X-MCDONALD AVENUE,2012-07-06,12472
28TH STREET-7TH AVENUE,2012-07-06,67928
145TH STREET-BROADWAY,2012-07-06,56343
191ST STREET-ST NICHOLAS AV,2012-07-06,39918
183RD STREET-JEROME AVENUE,2012-07-06,32033
JACKSON AVENUE-VERNON BLVD,2012-07-06,60913
PRESIDENT ST-NOSTRAND AVE,2012-07-06,16600
25TH STREET-4TH AVENUE,2012-07-06,15864
JEFFERSON STREET-WYCKOFF AV,2012-07-06,35645
190TH STREET-OVERLOOK TERR,2012-07-06,25349
72ND STREET-CENTRAL PK WEST,2012-07-06,50840
SPRING STREET-6TH AVENUE,2012-07-06,60223
LAFAYETTE AVENUE-FULTON ST,2012-07-06,26441
CLINTON AVENUE-FULTON ST,2012-07-06,30628
MOTT AVENUE-BEACH 22ND ST,2012-07-06,23774
MYRTLE AVENUE-MARCY AVENUE,2012-07-06,25323
CLASSON AVENUE-LAFAYETTE AV,2012-07-06,24134
7TH AVENUE-9TH STREET,2012-07-06,60238
FT HAMILTON PKY-GREENWOOD,2012-07-06,25952
HOUSTON STREET-VARICK ST,2012-07-06,65004
33RD STREET-QUEENS BLVD,2012-07-06,43845
BAYCHESTER AVE-TILLOTSON,2012-07-06,16987
34TH STREET - PENN STATION,2012-07-06,278466
MORGAN AVENUE-HARRISON PL,2012-07-06,42051
WILSON AVENUE-MOFFAT STREET,2012-07-06,18837
163RD ST & AMSTERDAM AVE,2012-07-06,21176
FRANKLIN AVENUE-FULTON ST,2012-07-06,34058
NORTHERN BLVD-BROADWAY,2012-07-06,33953
BROADWAY - UNION AVENUE,2012-07-06,16925
2ND AVENUE-HOUSTON STREET,2012-07-06,98760
YORK STREET-JAY STREET,2012-07-06,39897
57TH STREET-6TH AVENUE,2012-07-06,70301
21ST STREET-QUEENSBRIDGE,2012-07-06,40862
RECTOR STREET-GREENWICH ST,2012-07-06,42641
238TH STREET-BROADWAY,2012-07-06,18425
138TH ST-GRAND CONCOURSE,2012-07-06,15003
MT EDEN AVENUE-JEROME AVE,2012-07-06,30144
176TH STREET-JEROME AVENUE,2012-07-06,29225
111TH STREET-ROOSEVELT AVE,2012-07-06,58545
BOWERY STREET-DELANCEY ST,2012-07-06,17115
WEST 6TH STREET-SURF AVENUE,2012-07-06,31259
BUSHWICK AVENUE-ABERDEEN ST,2012-07-06,7081
103RD ST-CENTRAL PARK WEST,2012-07-06,26089
155TH STREET-8TH AVENUE,2012-07-06,21689
FLUSHING AVENUE-MARCY AVE,2012-07-06,10578
LAFAYETTE AV-WASHINGTON AV,2012-07-06,26198
FULTON STREET-LAFAYETTE AV,2012-07-06,19224
63RD STREET-LEXINGTON AVE,2012-07-06,61334
CANAL STREET-VARICK STREET,2012-07-06,26169
18TH STREET-7TH AVENUE,2012-07-06,37188
SPRING STREET-LAFAYETTE ST,2012-07-06,70418
111TH STREET-LENOX AVENUE,2012-07-06,47503
116TH STREET-LENOX AVENUE,2012-07-06,58584
WHITLOCK AVE-WESTCHESTER AV,2012-07-06,8505
ZEREGA AVE-WESTCHESTER AVE,2012-07-06,13593
52ND STREET-ROOSEVELT AVE,2012-07-06,36323
WILLETS PT BLVD-ROOSEVELT,2012-07-06,57932
MORRIS PARK-PAULDING AVENUE,2012-07-06,9708
3RD AVENUE-14TH STREET,2012-07-06,37604
155TH STREET-ST NICHOLAS AV,2012-07-06,13836
135TH STREET-ST NICHOLAS AV,2012-07-06,23916
116TH STREET-8TH AVENUE,2012-07-06,32806
110TH STREET-8TH AVENUE,2012-07-06,38463
GASTON AVENUE-BEACH 67TH ST,2012-07-06,14403
STRAITON AVE-BEACH 60TH ST,2012-07-06,13291
FRANK AVENUE-BEACH 44TH ST,2012-07-06,3266
EDGEMERE-BEACH 36TH STREET,2012-07-06,4931
36TH STREET-NORTHERN BLVD,2012-07-06,20308
65TH STREET-BROADWAY,2012-07-06,19573
75TH AVENUE-QUEENS BLVD,2012-07-06,18699
VAN WYCK BLVD-METROPOLITAN,2012-07-06,24508
FRANKLIN STREET-WEST BWAY,2012-07-06,23853
145TH STREET-LENOX AVENUE,2012-07-06,16817
148TH STREET-LENOX AVENUE,2012-07-06,17321
COURT SQ,2012-07-06,18934
69TH STREET-ROOSEVELT AVE,2012-07-06,27850
ATLANTIC AV-VAN SINDEREN AV,2012-07-06,6955
SUTTER AVE-VAN SINDEREN AVE,2012-07-06,21602
LIVONIA AVE-VAN SINDEREN AV,2012-07-06,14839
HEWES STREET-BROADWAY,2012-07-06,14262
LORIMER STREET-BROADWAY,2012-07-06,23442
104TH STREET-LIBERTY AVENUE,2012-07-06,8283
109TH STREET-LIBERTY AVENUE,2012-07-06,11813
LEFFERTS BLVD-LIBERTY AVE,2012-07-06,33843
NORTH CONDUIT AVE-COHANCEY,2012-07-06,18964
BEACH 25TH STREET-WAVECREST,2012-07-06,8342
COURT SQ-23 ST,2012-07-06,56860
21ST STREET-JACKSON AVENUE,2012-07-06,6770
PELHAM PKWY-WHITE PLAINS RD,2012-07-06,43911
ALLERTON AV-WHITE PLAINS RD,2012-07-06,27765
BURKE AVE-WHITE PLAINS ROAD,2012-07-06,18429
GUNHILL RD-WHITE PLAINS RD,2012-07-06,30473
219TH ST-WHITE PLAINS ROAD,2012-07-06,17553
225TH ST-WHITE PLAINS ROAD,2012-07-06,21727
233RD ST-WHITE PLAINS ROAD,2012-07-06,26335
9TH AVENUE-39TH STREET,2012-07-06,25680
FORT HAMILTON PKWY-45TH ST,2012-07-06,16817
71ST STREET-NEW UTRECHT AVE,2012-07-06,18256
79TH STREET-17TH AVENUE,2012-07-06,24738
18TH AVENUE-86TH STREET,2012-07-06,25534
20TH AVENUE-86TH STREET,2012-07-06,23424
BAY PARKWAY-86TH STREET,2012-07-06,29818
NEW LOTS AV-VAN SINDEREN AV,2012-07-06,20112
EAST 105TH ST-FARRAGUT ROAD,2012-07-06,18226
FLUSHING AVE-BROADWAY,2012-07-06,44943
MYRTLE AVENUE-BROADWAY,2012-07-06,56817
KOSCIUSZKO STREET-BROADWAY,2012-07-06,25585
GATES AVENUE-BROADWAY,2012-07-06,32420
HALSEY STREET-BROADWAY,2012-07-06,30965
GRANT AVENUE-PITKIN AVENUE,2012-07-06,33592
HUDSON STREET-78TH STREET,2012-07-06,22211
BOYD STREET-88TH STREET,2012-07-06,13446
ROCKAWAY BLVD-LIBERTY AVE,2012-07-06,32185
174TH STREET-SOUTHERN BLVD,2012-07-06,33752
EAST TREMONT AVENUE-178 ST,2012-07-06,38850
EAST 180TH ST-MORRIS PARK,2012-07-06,29447
BRONX PARK EAST,2012-07-06,13035
8TH AVENUE-62ND STREET,2012-07-06,68262
FORT HAMILTON PARKWAY-62ND,2012-07-06,36194
18TH AVENUE-62ND STREET,2012-07-06,32755
20TH AVENUE-62ND STREET,2012-07-06,19570
BAY PARKWAY-66TH STREET,2012-07-06,39242
KINGS HIGHWAY-WEST 7TH ST,2012-07-06,28207
AVENUE U-WEST 7TH STREET,2012-07-06,20922
86TH STREET-AVENUE V,2012-07-06,13783
NEW UTRECHT AVENUE-62ND ST,2012-07-06,30050
25TH AVENUE-86TH STREET,2012-07-06,19032
BAY 50TH STREET-STILLWELL,2012-07-06,11873
CENTRAL AVE-MYRTLE AVE,2012-07-06,12173
SENECA AVENUE-PALMETTO ST,2012-07-06,10048
FOREST AVENUE-PUTNAM AVENUE,2012-07-06,15312
FRESH POND ROAD-68TH AVENUE,2012-07-06,22325
JACKSON AVENUE-WESTCHESTER,2012-07-06,25938
PROSPECT AVENUE-WESTCHESTER,2012-07-06,35239
INTERVALE 163RD STREET,2012-07-06,14764
SIMPSON ST-WESTCHESTER AVE,2012-07-06,42160
FREEMAN ST-SOUTHERN BLVD,2012-07-06,23127
PARK PLACE-FRANKLIN AVENUE,2012-07-06,11932
BOTANIC GARDEN-FRANKLIN AVE,2012-07-06,7488
KNICKERBOCKER AVE-MYRTLE AV,2012-07-06,14594
HOWARD BEACH-159TH AVE,2012-07-06,13245
BROAD CHANNEL-NOEL ROAD,2012-07-06,1487
HOLLAND-BEACH 90TH STREET,2012-07-06,10368
PLAYLAND-BEACH 98TH STREET,2012-07-06,10490
SEASIDE BEACH-105TH STREET,2012-07-06,4561
ROCKAWAY PARK-BEACH 116TH,2012-07-06,12943
DITMAS AVE-MCDONALD AVE,2012-07-06,23610
AVENUE I-MCDONALD AVENUE,2012-07-06,9559
MCDONALD AVE-22ND AVE,2012-07-06,5062
AVENUE N-MCDONALD AVENUE,2012-07-06,15409
AVENUE P-MCDONALD AVENUE,2012-07-06,13975
AVENUE U-MCDONALD AVENUE,2012-07-06,10206
NEPTUNE AVE-MCDONALD AVENUE,2012-07-06,7309
MIDDLETOWN ROAD-WESTCHESTER,2012-07-06,8282
BUHRE AVE-WESTCHESTER AVE,2012-07-06,15496
PELHAM BAY PARK-BRUCKNER BL,2012-07-06,27853
PELHAM PKWY-ESPLANADE,2012-07-06,12635
DYRE AVENUE-LIGHT STREET,2012-07-06,19949
CHAUNCEY STREET-ROCKAWAY AV,2012-07-06,16227
ALABAMA AVENUE-FULTON ST,2012-07-06,10420
VAN SICLEN AVENUE-FULTON ST,2012-07-06,15465
CLEVELAND STREET-FULTON ST,2012-07-06,17167
NORWOOD AVENUE-FULTON ST,2012-07-06,18561
CRESCENT STREET-FULTON ST,2012-07-06,24830
RALPH AVENUE-FULTON STREET,2012-07-06,26916
ROCKAWAY AVE-HOPKINSON AVE,2012-07-06,24241
LIBERTY AVE-PENNSYLVANIA AV,2012-07-06,11166
VAN SICLEN AVE-PITKIN AVE,2012-07-06,14850
SHEPHERD AVE-PITKIN AVE,2012-07-06,15230
170TH STREET-GRAND CONC.,2012-07-06,32828
238TH ST-WHITE PLAINS ROAD,2012-07-06,15137
138TH STREET-3RD AVE,2012-07-06,36586
BROOK AVENUE-138TH STREET,2012-07-06,32925
CYPRESS AVENUE-138TH STREET,2012-07-06,17947
EAST 143RD ST-SOUTHERN BLVD,2012-07-06,4524
EAST 149TH ST-SOUTHERN BLVD,2012-07-06,22334
LONGWOOD AVE-SOUTHERN BLVD,2012-07-06,17287
WINTHROP ST-NOSTRAND AVE,2012-07-06,33064
72ND STREET & BROADWAY,2012-07-06,219801
23RD STREET-6TH AVENUE,2012-07-06,46992
PROSPECT AVE-4TH AVE,2012-07-06,4733
25TH STREET-4TH AVENUE,2012-07-06,4506
HOYT STREET-FULTON STREET,2012-07-06,10257
ORCHARD BEACH,2012-07-06,10263
MARCY AVENUE-BROADWAY,2012-07-06,56523
BROADWAY LAFAYETTE-BLEECKER,2012-07-06,134960
CANAL STREET-BROADWAY,2012-07-06,78555
CANAL ST-LAFAYETTE ST EAST,2012-07-06,140393
RI TRAMWAY (MANHATTAN),2012-07-06,18990
RI TRAMWAY (ROOSEVELT),2012-07-06,21188
AIRTRAIN @ HOWARD BEACH,2012-07-06,40049
AIRTRAIN JAMAICA CENTER 1,2012-07-06,85110
PA-PATH WORLD TRADE CNTR,2012-07-06,99218
PA-PATH THIRTY THIRD ST,2012-07-06,96936
PA-PATH TWENTY THIRD ST,2012-07-06,15856
PA-PATH EXCHANGE PLACE,2012-07-06,30632
PA-PATH HARRISON,2012-07-06,16573
PA-PATH 14TH STREET,2012-07-06,26041
PA-PATH PAVONIA/NEWPORT,2012-07-06,40920
PA-PATH 9TH STREET,2012-07-06,12638
PA-PATH CHRISTOPHER ST,2012-07-06,12393
PA-PATH NEWARK,2012-07-06,73663
PA-PATH HOBOKEN,2012-07-06,74844
PA-PATH GROVE ST,2012-07-06,36032
PA-PATH JOURNAL SQUARE,2012-07-06,56143
WHITEHALL STREET,2012-07-13,165837
FULTON ST & BROADWAY NASSAU,2012-07-13,97
CYPRESS HILLS,2012-07-13,6999
75TH STREET & ELDERTS LANE,2012-07-13,18668
85TH STREET & FOREST PKWAY,2012-07-13,21312
WOODHAVEN BOULEVARD,2012-07-13,23050
104TH STREET,2012-07-13,13789
111TH STREET,2012-07-13,12404
121ST STREET,2012-07-13,11758
42ND STREET & 8TH AVENUE,2012-07-13,205226
42ND STREET & 8TH AVENUE,2012-07-13,354298
34TH STREET & 8TH AVENUE,2012-07-13,353662
34TH STREET & 8TH AVENUE,2012-07-13,107109
FULTON STREET,2012-07-13,200567
FIFTH AVENUE,2012-07-13,129700
LEXINGTON AVENUE,2012-07-13,43837
LEXINGTON AVENUE,2012-07-13,194733
ROOSEVELT AVE/JACKSON HTS,2012-07-13,281992
179TH STREET & HILLSIDE AVE,2012-07-13,89948
47-50 STREETS/ROCKEFELLER,2012-07-13,315713
42ND STREET & 6TH AVENUE,2012-07-13,233675
34TH STREET & 6TH AVENUE,2012-07-13,401772
34TH STREET & 6TH AVENUE,2012-07-13,299768
SUTPHIN BOULEVARD,2012-07-13,116604
JAMAICA CENTER-PARSONS BLVD,2012-07-13,168930
WALL STREET,2012-07-13,143945
FULTON & WILLIAM STREETS,2012-07-13,167852
PARK PLACE,2012-07-13,289411
CHAMBERS STREET,2012-07-13,112871
34TH STREET & 7TH AVENUE,2012-07-13,192823
42ND STREET/TIMES SQUARE,2012-07-13,200903
42ND STREET/TIMES SQUARE,2012-07-13,430765
